location,model,missingness_eligibility,q10_eligibility,nondecreasing_quantiles_eligibility,baseline_eligibility,sd_eligibility,overall_eligibility
01,Covid19Sim-Simulator,eligible,"NA","NA","NA",eligible,eligible
01,CU-select,eligible,"NA","NA","NA",eligible,eligible
01,Google_Harvard-CPF,eligible,"NA","NA","NA",mean of next 7 forecasted medians more than 4 times 14day SD below mean of last 7 observations,ineligible
01,GT-DeepCOVID,eligible,"NA","NA","NA",eligible,eligible
01,JHU_IDD-CovidSP,eligible,"NA","NA","NA",mean of next 7 forecasted medians more than 4 times 14day SD below mean of last 7 observations,ineligible
01,JHUAPL-Bucky,eligible,"NA","NA","NA",eligible,eligible
01,JHUAPL-Gecko,eligible,"NA","NA","NA",eligible,eligible
01,Karlen-pypm,eligible,"NA","NA","NA",eligible,eligible
01,LANL-GrowthRate,eligible,"NA","NA","NA",eligible,eligible
01,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA","NA",mean of next 7 forecasted medians more than 4 times 14day SD below mean of last 7 observations,ineligible
01,USC-SI_kJalpha,eligible,"NA","NA","NA",eligible,eligible
02,Covid19Sim-Simulator,eligible,"NA","NA","NA",eligible,eligible
02,CU-select,eligible,"NA","NA","NA",eligible,eligible
02,Google_Harvard-CPF,eligible,"NA","NA","NA",eligible,eligible
02,GT-DeepCOVID,eligible,"NA","NA","NA",eligible,eligible
02,JHU_IDD-CovidSP,eligible,"NA","NA","NA",eligible,eligible
02,JHUAPL-Bucky,eligible,"NA","NA","NA",eligible,eligible
02,JHUAPL-Gecko,eligible,"NA","NA","NA",eligible,eligible
02,Karlen-pypm,eligible,"NA","NA","NA",eligible,eligible
02,LANL-GrowthRate,eligible,"NA","NA","NA",eligible,eligible
02,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA","NA",eligible,ineligible
02,USC-SI_kJalpha,eligible,"NA","NA","NA",eligible,eligible
04,Covid19Sim-Simulator,eligible,"NA","NA","NA",eligible,eligible
04,CU-select,eligible,"NA","NA","NA",eligible,eligible
04,Google_Harvard-CPF,eligible,"NA","NA","NA",mean of next 7 forecasted medians more than 4 times 14day SD below mean of last 7 observations,ineligible
04,GT-DeepCOVID,eligible,"NA","NA","NA",eligible,eligible
04,JHU_IDD-CovidSP,eligible,"NA","NA","NA",mean of next 7 forecasted medians more than 4 times 14day SD below mean of last 7 observations,ineligible
04,JHUAPL-Bucky,eligible,"NA","NA","NA",eligible,eligible
04,JHUAPL-Gecko,eligible,"NA","NA","NA",eligible,eligible
04,Karlen-pypm,eligible,"NA","NA","NA",eligible,eligible
04,LANL-GrowthRate,eligible,"NA","NA","NA",eligible,eligible
04,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA","NA",mean of next 7 forecasted medians more than 4 times 14day SD below mean of last 7 observations,ineligible
04,USC-SI_kJalpha,eligible,"NA","NA","NA",eligible,eligible
05,Covid19Sim-Simulator,eligible,"NA","NA","NA",eligible,eligible
05,CU-select,eligible,"NA","NA","NA",eligible,eligible
05,Google_Harvard-CPF,eligible,"NA","NA","NA",eligible,eligible
05,GT-DeepCOVID,eligible,"NA","NA","NA",eligible,eligible
05,JHU_IDD-CovidSP,eligible,"NA","NA","NA",mean of next 7 forecasted medians more than 4 times 14day SD below mean of last 7 observations,ineligible
05,JHUAPL-Bucky,eligible,"NA","NA","NA",eligible,eligible
05,JHUAPL-Gecko,eligible,"NA","NA","NA",eligible,eligible
05,Karlen-pypm,eligible,"NA","NA","NA",eligible,eligible
05,LANL-GrowthRate,eligible,"NA","NA","NA",eligible,eligible
05,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA","NA",eligible,ineligible
05,USC-SI_kJalpha,eligible,"NA","NA","NA",eligible,eligible
06,Covid19Sim-Simulator,eligible,"NA","NA","NA",mean of next 7 forecasted medians more than 4 times 14day SD below mean of last 7 observations,ineligible
06,CU-select,eligible,"NA","NA","NA",eligible,eligible
06,Google_Harvard-CPF,eligible,"NA","NA","NA",mean of next 7 forecasted medians more than 4 times 14day SD below mean of last 7 observations,ineligible
06,GT-DeepCOVID,eligible,"NA","NA","NA",eligible,eligible
06,JHU_IDD-CovidSP,eligible,"NA","NA","NA",mean of next 7 forecasted medians more than 4 times 14day SD below mean of last 7 observations,ineligible
