forecast_date,target,target_end_date,quantile,value,location,type
2021-06-13,1 day ahead inc hosp,2021-06-14,0.01,0.0,02,quantile
2021-06-13,2 day ahead inc hosp,2021-06-15,0.01,0.0,02,quantile
2021-06-13,3 day ahead inc hosp,2021-06-16,0.01,0.0,02,quantile
2021-06-13,4 day ahead inc hosp,2021-06-17,0.01,0.0,02,quantile
2021-06-13,5 day ahead inc hosp,2021-06-18,0.01,0.0,02,quantile
2021-06-13,6 day ahead inc hosp,2021-06-19,0.01,0.0,02,quantile
2021-06-13,7 day ahead inc hosp,2021-06-20,0.01,0.0,02,quantile
2021-06-13,8 day ahead inc hosp,2021-06-21,0.01,0.0,02,quantile
2021-06-13,9 day ahead inc hosp,2021-06-22,0.01,0.0,02,quantile
2021-06-13,10 day ahead inc hosp,2021-06-23,0.01,0.0,02,quantile
2021-06-13,11 day ahead inc hosp,2021-06-24,0.01,0.0,02,quantile
2021-06-13,12 day ahead inc hosp,2021-06-25,0.01,0.0,02,quantile
2021-06-13,13 day ahead inc hosp,2021-06-26,0.01,0.0,02,quantile
2021-06-13,14 day ahead inc hosp,2021-06-27,0.01,0.0,02,quantile
2021-06-13,15 day ahead inc hosp,2021-06-28,0.01,0.0,02,quantile
2021-06-13,16 day ahead inc hosp,2021-06-29,0.01,0.0,02,quantile
2021-06-13,17 day ahead inc hosp,2021-06-30,0.01,0.0,02,quantile
2021-06-13,18 day ahead inc hosp,2021-07-01,0.01,0.0,02,quantile
2021-06-13,19 day ahead inc hosp,2021-07-02,0.01,0.0,02,quantile
2021-06-13,20 day ahead inc hosp,2021-07-03,0.01,0.0,02,quantile
2021-06-13,21 day ahead inc hosp,2021-07-04,0.01,0.0,02,quantile
2021-06-13,22 day ahead inc hosp,2021-07-05,0.01,0.0,02,quantile
2021-06-13,23 day ahead inc hosp,2021-07-06,0.01,0.0,02,quantile
2021-06-13,24 day ahead inc hosp,2021-07-07,0.01,0.0,02,quantile
2021-06-13,25 day ahead inc hosp,2021-07-08,0.01,0.0,02,quantile
2021-06-13,26 day ahead inc hosp,2021-07-09,0.01,0.0,02,quantile
2021-06-13,27 day ahead inc hosp,2021-07-10,0.01,0.0,02,quantile
2021-06-13,28 day ahead inc hosp,2021-07-11,0.01,0.0,02,quantile
