forecast_date,target,target_end_date,quantile,value,location,type
2021-04-11,1 day ahead inc hosp,2021-04-12,0.01,0.8454604495649019,02,quantile
2021-04-11,2 day ahead inc hosp,2021-04-13,0.01,0.0,02,quantile
2021-04-11,3 day ahead inc hosp,2021-04-14,0.01,0.0,02,quantile
2021-04-11,4 day ahead inc hosp,2021-04-15,0.01,0.0,02,quantile
2021-04-11,5 day ahead inc hosp,2021-04-16,0.01,0.0,02,quantile
2021-04-11,6 day ahead inc hosp,2021-04-17,0.01,0.0,02,quantile
2021-04-11,7 day ahead inc hosp,2021-04-18,0.01,0.0,02,quantile
2021-04-11,8 day ahead inc hosp,2021-04-19,0.01,0.0,02,quantile
2021-04-11,9 day ahead inc hosp,2021-04-20,0.01,0.0,02,quantile
2021-04-11,10 day ahead inc hosp,2021-04-21,0.01,0.0,02,quantile
2021-04-11,11 day ahead inc hosp,2021-04-22,0.01,0.0,02,quantile
2021-04-11,12 day ahead inc hosp,2021-04-23,0.01,0.0,02,quantile
2021-04-11,13 day ahead inc hosp,2021-04-24,0.01,0.0,02,quantile
2021-04-11,14 day ahead inc hosp,2021-04-25,0.01,0.0,02,quantile
2021-04-11,15 day ahead inc hosp,2021-04-26,0.01,0.0,02,quantile
2021-04-11,16 day ahead inc hosp,2021-04-27,0.01,0.0,02,quantile
2021-04-11,17 day ahead inc hosp,2021-04-28,0.01,0.0,02,quantile
2021-04-11,18 day ahead inc hosp,2021-04-29,0.01,0.0,02,quantile
2021-04-11,19 day ahead inc hosp,2021-04-30,0.01,0.0,02,quantile
2021-04-11,20 day ahead inc hosp,2021-05-01,0.01,0.0,02,quantile
2021-04-11,21 day ahead inc hosp,2021-05-02,0.01,0.0,02,quantile
2021-04-11,22 day ahead inc hosp,2021-05-03,0.01,0.0,02,quantile
2021-04-11,23 day ahead inc hosp,2021-05-04,0.01,0.0,02,quantile
2021-04-11,24 day ahead inc hosp,2021-05-05,0.01,0.0,02,quantile
2021-04-11,25 day ahead inc hosp,2021-05-06,0.01,0.0,02,quantile
2021-04-11,26 day ahead inc hosp,2021-05-07,0.01,0.0,02,quantile
2021-04-11,27 day ahead inc hosp,2021-05-08,0.01,0.0,02,quantile
2021-04-11,28 day ahead inc hosp,2021-05-09,0.01,0.0,02,quantile
2021-04-11,29 day ahead inc hosp,2021-05-10,0.01,0.0,02,quantile
2021-04-11,30 day ahead inc hosp,2021-05-11,0.01,0.0,02,quantile
2021-04-11,31 day ahead inc hosp,2021-05-12,0.01,0.0,02,quantile
2021-04-11,32 day ahead inc hosp,2021-05-13,0.01,0.0,02,quantile
2021-04-11,1 day ahead inc hosp,2021-04-12,0.025,2.3444030105378104,02,quantile
2021-04-11,2 day ahead inc hosp,2021-04-13,0.025,0.7863198655070338,02,quantile
2021-04-11,3 day ahead inc hosp,2021-04-14,0.025,0.7963277492804117,02,quantile
2021-04-11,4 day ahead inc hosp,2021-04-15,0.025,0.22285018128984646,02,quantile
2021-04-11,5 day ahead inc hosp,2021-04-16,0.025,0.0,02,quantile
2021-04-11,6 day ahead inc hosp,2021-04-17,0.025,0.0,02,quantile
2021-04-11,7 day ahead inc hosp,2021-04-18,0.025,0.0,02,quantile
2021-04-11,8 day ahead inc hosp,2021-04-19,0.025,0.7234370104405947,02,quantile
2021-04-11,9 day ahead inc hosp,2021-04-20,0.025,0.0,02,quantile
2021-04-11,10 day ahead inc hosp,2021-04-21,0.025,0.0,02,quantile
2021-04-11,11 day ahead inc hosp,2021-04-22,0.025,0.0,02,quantile
2021-04-11,12 day ahead inc hosp,2021-04-23,0.025,0.0,02,quantile
2021-04-11,13 day ahead inc hosp,2021-04-24,0.025,0.0,02,quantile
2021-04-11,14 day ahead inc hosp,2021-04-25,0.025,0.0,02,quantile
2021-04-11,15 day ahead inc hosp,2021-04-26,0.025,0.0,02,quantile
2021-04-11,16 day ahead inc hosp,2021-04-27,0.025,0.0,02,quantile
2021-04-11,17 day ahead inc hosp,2021-04-28,0.025,0.0,02,quantile
2021-04-11,18 day ahead inc hosp,2021-04-29,0.025,0.0,02,quantile
2021-04-11,19 day ahead inc hosp,2021-04-30,0.025,0.0,02,quantile
2021-04-11,20 day ahead inc hosp,2021-05-01,0.025,0.0,02,quantile
2021-04-11,21 day ahead inc hosp,2021-05-02,0.025,0.0,02,quantile
2021-04-11,22 day ahead inc hosp,2021-05-03,0.025,0.0,02,quantile
2021-04-11,23 day ahead inc hosp,2021-05-04,0.025,0.0,02,quantile
2021-04-11,24 day ahead inc hosp,2021-05-05,0.025,0.0,02,quantile
2021-04-11,25 day ahead inc hosp,2021-05-06,0.025,0.0,02,quantile
2021-04-11,26 day ahead inc hosp,2021-05-07,0.025,0.0,02,quantile
2021-04-11,27 day ahead inc hosp,2021-05-08,0.025,0.0,02,quantile
2021-04-11,28 day ahead inc hosp,2021-05-09,0.025,0.0,02,quantile
2021-04-11,29 day ahead inc hosp,2021-05-10,0.025,0.0,02,quantile
2021-04-11,30 day ahead inc hosp,2021-05-11,0.025,0.0,02,quantile
2021-04-11,31 day ahead inc hosp,2021-05-12,0.025,0.0,02,quantile
2021-04-11,32 day ahead inc hosp,2021-05-13,0.025,0.0,02,quantile
2021-04-11,1 day ahead inc hosp,2021-04-12,0.05,3.6335763064392497,02,quantile
2021-04-11,2 day ahead inc hosp,2021-04-13,0.05,2.124575395272136,02,quantile
