forecast_date,target,target_end_date,quantile,value,location,type
2022-04-04,1 day ahead inc hosp,2022-04-05,0.01,0.0,02,quantile
2022-04-04,2 day ahead inc hosp,2022-04-06,0.01,0.0,02,quantile
2022-04-04,3 day ahead inc hosp,2022-04-07,0.01,0.0,02,quantile
2022-04-04,4 day ahead inc hosp,2022-04-08,0.01,0.0,02,quantile
2022-04-04,5 day ahead inc hosp,2022-04-09,0.01,0.0,02,quantile
2022-04-04,6 day ahead inc hosp,2022-04-10,0.01,0.0,02,quantile
2022-04-04,7 day ahead inc hosp,2022-04-11,0.01,0.0,02,quantile
2022-04-04,8 day ahead inc hosp,2022-04-12,0.01,0.0,02,quantile
2022-04-04,9 day ahead inc hosp,2022-04-13,0.01,0.0,02,quantile
2022-04-04,10 day ahead inc hosp,2022-04-14,0.01,0.0,02,quantile
2022-04-04,11 day ahead inc hosp,2022-04-15,0.01,0.0,02,quantile
2022-04-04,12 day ahead inc hosp,2022-04-16,0.01,0.0,02,quantile
2022-04-04,13 day ahead inc hosp,2022-04-17,0.01,0.0,02,quantile
2022-04-04,14 day ahead inc hosp,2022-04-18,0.01,0.0,02,quantile
2022-04-04,15 day ahead inc hosp,2022-04-19,0.01,0.0,02,quantile
2022-04-04,16 day ahead inc hosp,2022-04-20,0.01,0.0,02,quantile
2022-04-04,17 day ahead inc hosp,2022-04-21,0.01,0.0,02,quantile
2022-04-04,18 day ahead inc hosp,2022-04-22,0.01,0.0,02,quantile
2022-04-04,19 day ahead inc hosp,2022-04-23,0.01,0.0,02,quantile
2022-04-04,20 day ahead inc hosp,2022-04-24,0.01,0.0,02,quantile
2022-04-04,21 day ahead inc hosp,2022-04-25,0.01,0.0,02,quantile
2022-04-04,22 day ahead inc hosp,2022-04-26,0.01,0.0,02,quantile
2022-04-04,23 day ahead inc hosp,2022-04-27,0.01,0.0,02,quantile
2022-04-04,24 day ahead inc hosp,2022-04-28,0.01,0.0,02,quantile
2022-04-04,25 day ahead inc hosp,2022-04-29,0.01,0.0,02,quantile
2022-04-04,26 day ahead inc hosp,2022-04-30,0.01,0.0,02,quantile
2022-04-04,27 day ahead inc hosp,2022-05-01,0.01,0.0,02,quantile
2022-04-04,28 day ahead inc hosp,2022-05-02,0.01,0.0,02,quantile
2022-04-04,29 day ahead inc hosp,2022-05-03,0.01,0.0,02,quantile
2022-04-04,30 day ahead inc hosp,2022-05-04,0.01,0.0,02,quantile
2022-04-04,31 day ahead inc hosp,2022-05-05,0.01,0.0,02,quantile
2022-04-04,32 day ahead inc hosp,2022-05-06,0.01,0.0,02,quantile
2022-04-04,33 day ahead inc hosp,2022-05-07,0.01,0.0,02,quantile
2022-04-04,34 day ahead inc hosp,2022-05-08,0.01,0.0,02,quantile
2022-04-04,35 day ahead inc hosp,2022-05-09,0.01,0.0,02,quantile
2022-04-04,1 day ahead inc hosp,2022-04-05,0.025,0.0,02,quantile
2022-04-04,2 day ahead inc hosp,2022-04-06,0.025,0.0,02,quantile
2022-04-04,3 day ahead inc hosp,2022-04-07,0.025,0.0,02,quantile
2022-04-04,4 day ahead inc hosp,2022-04-08,0.025,0.0,02,quantile
2022-04-04,5 day ahead inc hosp,2022-04-09,0.025,0.0,02,quantile
2022-04-04,6 day ahead inc hosp,2022-04-10,0.025,0.0,02,quantile
2022-04-04,7 day ahead inc hosp,2022-04-11,0.025,0.0,02,quantile
2022-04-04,8 day ahead inc hosp,2022-04-12,0.025,0.0,02,quantile
2022-04-04,9 day ahead inc hosp,2022-04-13,0.025,0.0,02,quantile
2022-04-04,10 day ahead inc hosp,2022-04-14,0.025,0.0,02,quantile
2022-04-04,11 day ahead inc hosp,2022-04-15,0.025,0.0,02,quantile
2022-04-04,12 day ahead inc hosp,2022-04-16,0.025,0.0,02,quantile
2022-04-04,13 day ahead inc hosp,2022-04-17,0.025,0.0,02,quantile
2022-04-04,14 day ahead inc hosp,2022-04-18,0.025,0.0,02,quantile
2022-04-04,15 day ahead inc hosp,2022-04-19,0.025,0.0,02,quantile
2022-04-04,16 day ahead inc hosp,2022-04-20,0.025,0.0,02,quantile
2022-04-04,17 day ahead inc hosp,2022-04-21,0.025,0.0,02,quantile
2022-04-04,18 day ahead inc hosp,2022-04-22,0.025,0.0,02,quantile
2022-04-04,19 day ahead inc hosp,2022-04-23,0.025,0.0,02,quantile
2022-04-04,20 day ahead inc hosp,2022-04-24,0.025,0.0,02,quantile
2022-04-04,21 day ahead inc hosp,2022-04-25,0.025,0.0,02,quantile
2022-04-04,22 day ahead inc hosp,2022-04-26,0.025,0.0,02,quantile
2022-04-04,23 day ahead inc hosp,2022-04-27,0.025,0.0,02,quantile
2022-04-04,24 day ahead inc hosp,2022-04-28,0.025,0.0,02,quantile
2022-04-04,25 day ahead inc hosp,2022-04-29,0.025,0.0,02,quantile
2022-04-04,26 day ahead inc hosp,2022-04-30,0.025,0.0,02,quantile
2022-04-04,27 day ahead inc hosp,2022-05-01,0.025,0.0,02,quantile
2022-04-04,28 day ahead inc hosp,2022-05-02,0.025,0.0,02,quantile
2022-04-04,29 day ahead inc hosp,2022-05-03,0.025,0.0,02,quantile
2022-04-04,30 day ahead inc hosp,2022-05-04,0.025,0.0,02,quantile
2022-04-04,31 day ahead inc hosp,2022-05-05,0.025,0.0,02,quantile
