forecast_date,target,target_end_date,quantile,value,location,type
2021-06-06,1 day ahead inc hosp,2021-06-07,0.01,0.0,02,quantile
2021-06-06,2 day ahead inc hosp,2021-06-08,0.01,0.0,02,quantile
2021-06-06,3 day ahead inc hosp,2021-06-09,0.01,0.0,02,quantile
2021-06-06,4 day ahead inc hosp,2021-06-10,0.01,0.0,02,quantile
2021-06-06,5 day ahead inc hosp,2021-06-11,0.01,0.0,02,quantile
2021-06-06,6 day ahead inc hosp,2021-06-12,0.01,0.0,02,quantile
2021-06-06,7 day ahead inc hosp,2021-06-13,0.01,0.0,02,quantile
2021-06-06,8 day ahead inc hosp,2021-06-14,0.01,0.0,02,quantile
2021-06-06,9 day ahead inc hosp,2021-06-15,0.01,0.0,02,quantile
2021-06-06,10 day ahead inc hosp,2021-06-16,0.01,0.0,02,quantile
2021-06-06,11 day ahead inc hosp,2021-06-17,0.01,0.0,02,quantile
2021-06-06,12 day ahead inc hosp,2021-06-18,0.01,0.0,02,quantile
2021-06-06,13 day ahead inc hosp,2021-06-19,0.01,0.0,02,quantile
2021-06-06,14 day ahead inc hosp,2021-06-20,0.01,0.0,02,quantile
2021-06-06,15 day ahead inc hosp,2021-06-21,0.01,0.0,02,quantile
2021-06-06,16 day ahead inc hosp,2021-06-22,0.01,0.0,02,quantile
2021-06-06,17 day ahead inc hosp,2021-06-23,0.01,0.0,02,quantile
2021-06-06,18 day ahead inc hosp,2021-06-24,0.01,0.0,02,quantile
2021-06-06,19 day ahead inc hosp,2021-06-25,0.01,0.0,02,quantile
2021-06-06,20 day ahead inc hosp,2021-06-26,0.01,0.0,02,quantile
2021-06-06,21 day ahead inc hosp,2021-06-27,0.01,0.0,02,quantile
2021-06-06,22 day ahead inc hosp,2021-06-28,0.01,0.0,02,quantile
2021-06-06,23 day ahead inc hosp,2021-06-29,0.01,0.0,02,quantile
2021-06-06,24 day ahead inc hosp,2021-06-30,0.01,0.0,02,quantile
2021-06-06,25 day ahead inc hosp,2021-07-01,0.01,0.0,02,quantile
2021-06-06,26 day ahead inc hosp,2021-07-02,0.01,0.0,02,quantile
2021-06-06,27 day ahead inc hosp,2021-07-03,0.01,0.0,02,quantile
2021-06-06,28 day ahead inc hosp,2021-07-04,0.01,0.0,02,quantile
2021-06-06,29 day ahead inc hosp,2021-07-05,0.01,0.0,02,quantile
2021-06-06,30 day ahead inc hosp,2021-07-06,0.01,0.0,02,quantile
2021-06-06,31 day ahead inc hosp,2021-07-07,0.01,0.0,02,quantile
2021-06-06,32 day ahead inc hosp,2021-07-08,0.01,0.0,02,quantile
2021-06-06,33 day ahead inc hosp,2021-07-09,0.01,0.0,02,quantile
2021-06-06,34 day ahead inc hosp,2021-07-10,0.01,0.0,02,quantile
2021-06-06,35 day ahead inc hosp,2021-07-11,0.01,0.0,02,quantile
2021-06-06,1 day ahead inc hosp,2021-06-07,0.025,0.0,02,quantile
2021-06-06,2 day ahead inc hosp,2021-06-08,0.025,0.0,02,quantile
2021-06-06,3 day ahead inc hosp,2021-06-09,0.025,0.0,02,quantile
2021-06-06,4 day ahead inc hosp,2021-06-10,0.025,0.0,02,quantile
2021-06-06,5 day ahead inc hosp,2021-06-11,0.025,0.0,02,quantile
2021-06-06,6 day ahead inc hosp,2021-06-12,0.025,0.0,02,quantile
2021-06-06,7 day ahead inc hosp,2021-06-13,0.025,0.0,02,quantile
