location,model,missingness_eligibility,q10_eligibility,nondecreasing_quantiles_eligibility,baseline_eligibility,sd_eligibility,overall_eligibility
01,COVIDhub-baseline,eligible,"NA","NA","NA","NA",eligible
01,CU-select,eligible,"NA","NA","NA","NA",eligible
01,GT-DeepCOVID,eligible,"NA","NA","NA","NA",eligible
01,JHUAPL-Bucky,eligible,"NA","NA","NA","NA",eligible
01,JHUAPL-Gecko,eligible,"NA","NA","NA","NA",eligible
01,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA","NA","NA",ineligible
01,MUNI-ARIMA,eligible,"NA","NA","NA","NA",eligible
01,prolix-euclidean,missing required forecasts,"NA","NA","NA","NA",ineligible
01,USC-SI_kJalpha,eligible,"NA","NA","NA","NA",eligible
01,UVA-Ensemble,eligible,"NA","NA","NA","NA",eligible
02,COVIDhub-baseline,eligible,"NA","NA","NA","NA",eligible
02,CU-select,eligible,"NA","NA","NA","NA",eligible
02,GT-DeepCOVID,eligible,"NA","NA","NA","NA",eligible
02,JHUAPL-Bucky,eligible,"NA","NA","NA","NA",eligible
02,JHUAPL-Gecko,eligible,"NA","NA","NA","NA",eligible
02,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA","NA","NA",ineligible
02,MUNI-ARIMA,eligible,"NA","NA","NA","NA",eligible
02,prolix-euclidean,missing required forecasts,"NA","NA","NA","NA",ineligible
02,USC-SI_kJalpha,eligible,"NA","NA","NA","NA",eligible
02,UVA-Ensemble,eligible,"NA","NA","NA","NA",eligible
04,COVIDhub-baseline,eligible,"NA","NA","NA","NA",eligible
04,CU-select,eligible,"NA","NA","NA","NA",eligible
04,GT-DeepCOVID,eligible,"NA","NA","NA","NA",eligible
04,JHUAPL-Bucky,eligible,"NA","NA","NA","NA",eligible
04,JHUAPL-Gecko,eligible,"NA","NA","NA","NA",eligible
04,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA","NA","NA",ineligible
04,MUNI-ARIMA,eligible,"NA","NA","NA","NA",eligible
04,prolix-euclidean,missing required forecasts,"NA","NA","NA","NA",ineligible
04,USC-SI_kJalpha,eligible,"NA","NA","NA","NA",eligible
04,UVA-Ensemble,eligible,"NA","NA","NA","NA",eligible
05,COVIDhub-baseline,eligible,"NA","NA","NA","NA",eligible
05,CU-select,eligible,"NA","NA","NA","NA",eligible
05,GT-DeepCOVID,eligible,"NA","NA","NA","NA",eligible
05,JHUAPL-Bucky,eligible,"NA","NA","NA","NA",eligible
05,JHUAPL-Gecko,eligible,"NA","NA","NA","NA",eligible
05,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA","NA","NA",ineligible
05,MUNI-ARIMA,eligible,"NA","NA","NA","NA",eligible
05,prolix-euclidean,missing required forecasts,"NA","NA","NA","NA",ineligible
05,USC-SI_kJalpha,eligible,"NA","NA","NA","NA",eligible
05,UVA-Ensemble,eligible,"NA","NA","NA","NA",eligible
06,COVIDhub-baseline,eligible,"NA","NA","NA","NA",eligible
06,CU-select,eligible,"NA","NA","NA","NA",eligible
06,GT-DeepCOVID,eligible,"NA","NA","NA","NA",eligible
06,JHUAPL-Bucky,eligible,"NA","NA","NA","NA",eligible
06,JHUAPL-Gecko,eligible,"NA","NA","NA","NA",eligible
06,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA","NA","NA",ineligible
06,MUNI-ARIMA,eligible,"NA","NA","NA","NA",eligible
06,prolix-euclidean,missing required forecasts,"NA","NA","NA","NA",ineligible
06,USC-SI_kJalpha,eligible,"NA","NA","NA","NA",eligible
06,UVA-Ensemble,eligible,"NA","NA","NA","NA",eligible
08,COVIDhub-baseline,eligible,"NA","NA","NA","NA",eligible
08,CU-select,eligible,"NA","NA","NA","NA",eligible
08,GT-DeepCOVID,eligible,"NA","NA","NA","NA",eligible
08,JHUAPL-Bucky,eligible,"NA","NA","NA","NA",eligible
08,JHUAPL-Gecko,eligible,"NA","NA","NA","NA",eligible
08,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA","NA","NA",ineligible
08,MUNI-ARIMA,eligible,"NA","NA","NA","NA",eligible
08,prolix-euclidean,missing required forecasts,"NA","NA","NA","NA",ineligible
08,USC-SI_kJalpha,eligible,"NA","NA","NA","NA",eligible
08,UVA-Ensemble,eligible,"NA","NA","NA","NA",eligible
09,COVIDhub-baseline,eligible,"NA","NA","NA","NA",eligible
09,CU-select,eligible,"NA","NA","NA","NA",eligible
09,GT-DeepCOVID,eligible,"NA","NA","NA","NA",eligible
09,JHUAPL-Bucky,eligible,"NA","NA","NA","NA",eligible
09,JHUAPL-Gecko,eligible,"NA","NA","NA","NA",eligible
09,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA","NA","NA",ineligible
09,MUNI-ARIMA,eligible,"NA","NA","NA","NA",eligible
09,prolix-euclidean,missing required forecasts,"NA","NA","NA","NA",ineligible
09,USC-SI_kJalpha,eligible,"NA","NA","NA","NA",eligible
09,UVA-Ensemble,eligible,"NA","NA","NA","NA",eligible
10,COVIDhub-baseline,eligible,"NA","NA","NA","NA",eligible
10,CU-select,eligible,"NA","NA","NA","NA",eligible
10,GT-DeepCOVID,missing required forecasts,"NA","NA","NA","NA",ineligible
10,JHUAPL-Bucky,eligible,"NA","NA","NA","NA",eligible
10,JHUAPL-Gecko,eligible,"NA","NA","NA","NA",eligible
10,MOBS-GLEAM_COVID,missing required forecasts,"NA","NA","NA","NA",ineligible
10,MUNI-ARIMA,eligible,"NA","NA","NA","NA",eligible
10,prolix-euclidean,missing required forecasts,"NA","NA","NA","NA",ineligible
10,USC-SI_kJalpha,eligible,"NA","NA","NA","NA",eligible
10,UVA-Ensemble,eligible,"NA","NA","NA","NA",eligible
11,COVIDhub-baseline,eligible,"NA","NA","NA","NA",eligible
11,CU-select,eligible,"NA","NA","NA","NA",eligible
11,GT-DeepCOVID,eligible,"NA","NA","NA","NA",eligible
11,JHUAPL-Bucky,eligible,"NA","NA","NA","NA",eligible
11,JHUAPL-Gecko,eligible,"NA","NA","NA","NA",eligible
